country,parent_admin_unit,admin_unit,admin_unit_level,program_name,program_type,program_focus,program_description,eligible_entities,funding_amount,application_window,delivery_partners,related_STRATEGIC_STACK,unsdg_alignment,capital_stack_notes,portfolio_fit,verification_sources,data_quality,last_updated
PE,Peru - PE,Tacna (PE-TAC),Region,World Bank USD 500 million Economic Resilience and Climate Adaptation Program (Peru),Loan,economic resilience|climate adaptation|renewable energy|water & sanitation|electromobility|deforestation reduction,"In March 2025 the World Bank approved a USD 500 million program to modernise Peru’s economy and enhance its resilience to natural hazards. The program supports reforms to increase resilience, adaptation and mitigation capacity, including advancements in renewable energy, distributed generation and electromobility, and invests in sectors like disaster risk management, territorial planning, water supply and sanitation, electric mobility and efforts to reduce Amazon deforestation【299751387424979†L450-L475】.","Peruvian government agencies responsible for resilience reforms; sectors such as energy, water, sanitation and transport; local authorities in climate‑vulnerable regions",USD 500 million loan【299751387424979†L450-L475】,Approved March 27 2025; implementation period 2025–2030,World Bank|Government of Peru|Sector ministries,concessional loan|policy reforms|technical assistance|private investment mobilisation,"SDG 7 – Affordable and Clean Energy|SDG 9 – Industry, Innovation and Infrastructure|SDG 13 – Climate Action|SDG 6 – Clean Water and Sanitation|SDG 15 – Life on Land","The loan supports reforms that unlock private investment in renewable energy, electromobility and resilient infrastructure; co‑financing expected from private sector and other MDBs.",clean energy|climate-resilient infrastructure|urban planning|sustainable transport,https://fasi.eu/en/articles/news/28304-world-bank-s-500-million-initiative-to-strengthen-peru-s-economic-resilience-and-climate-adaptation.html【299751387424979†L450-L475】,press,2025-10-01T13:36:31.766825
PE,Peru - PE,Tumbes (PE-TUM),Region,World Bank USD 500 million Economic Resilience and Climate Adaptation Program (Peru),Loan,economic resilience|climate adaptation|renewable energy|water & sanitation|electromobility|deforestation reduction,"In March 2025 the World Bank approved a USD 500 million program to modernise Peru’s economy and enhance its resilience to natural hazards. The program supports reforms to increase resilience, adaptation and mitigation capacity, including advancements in renewable energy, distributed generation and electromobility, and invests in sectors like disaster risk management, territorial planning, water supply and sanitation, electric mobility and efforts to reduce Amazon deforestation【299751387424979†L450-L475】.","Peruvian government agencies responsible for resilience reforms; sectors such as energy, water, sanitation and transport; local authorities in climate‑vulnerable regions",USD 500 million loan【299751387424979†L450-L475】,Approved March 27 2025; implementation period 2025–2030,World Bank|Government of Peru|Sector ministries,concessional loan|policy reforms|technical assistance|private investment mobilisation,"SDG 7 – Affordable and Clean Energy|SDG 9 – Industry, Innovation and Infrastructure|SDG 13 – Climate Action|SDG 6 – Clean Water and Sanitation|SDG 15 – Life on Land","The loan supports reforms that unlock private investment in renewable energy, electromobility and resilient infrastructure; co‑financing expected from private sector and other MDBs.",clean energy|climate-resilient infrastructure|urban planning|sustainable transport,https://fasi.eu/en/articles/news/28304-world-bank-s-500-million-initiative-to-strengthen-peru-s-economic-resilience-and-climate-adaptation.html【299751387424979†L450-L475】,press,2025-10-01T13:36:31.766825
PE,Peru - PE,Ucayali (PE-UCA),Region,World Bank USD 500 million Economic Resilience and Climate Adaptation Program (Peru),Loan,economic resilience|climate adaptation|renewable energy|water & sanitation|electromobility|deforestation reduction,"In March 2025 the World Bank approved a USD 500 million program to modernise Peru’s economy and enhance its resilience to natural hazards. The program supports reforms to increase resilience, adaptation and mitigation capacity, including advancements in renewable energy, distributed generation and electromobility, and invests in sectors like disaster risk management, territorial planning, water supply and sanitation, electric mobility and efforts to reduce Amazon deforestation【299751387424979†L450-L475】.","Peruvian government agencies responsible for resilience reforms; sectors such as energy, water, sanitation and transport; local authorities in climate‑vulnerable regions",USD 500 million loan【299751387424979†L450-L475】,Approved March 27 2025; implementation period 2025–2030,World Bank|Government of Peru|Sector ministries,concessional loan|policy reforms|technical assistance|private investment mobilisation,"SDG 7 – Affordable and Clean Energy|SDG 9 – Industry, Innovation and Infrastructure|SDG 13 – Climate Action|SDG 6 – Clean Water and Sanitation|SDG 15 – Life on Land","The loan supports reforms that unlock private investment in renewable energy, electromobility and resilient infrastructure; co‑financing expected from private sector and other MDBs.",clean energy|climate-resilient infrastructure|urban planning|sustainable transport,https://fasi.eu/en/articles/news/28304-world-bank-s-500-million-initiative-to-strengthen-peru-s-economic-resilience-and-climate-adaptation.html【299751387424979†L450-L475】,press,2025-10-01T13:36:31.766825
SE,Sweden - SE,Blekinge County (SE-K),County,Climate Leap (Klimatklivet),Grant,climate action|emission reduction|energy|transport|industry|agriculture,"Sweden’s Climate Leap is an investment scheme that finances local and regional activities to reduce emissions of carbon dioxide and other greenhouse gases. The scheme provides grants to municipalities, organisations and enterprises (excluding individuals) for climate actions such as biogas projects, cycle paths, electric vehicle charging infrastructure and replacing oil‑based heating with district heating. It aims to diffuse new technologies, support market uptake and create health and employment benefits【782179686361293†L324-L349】.",Municipalities|Public organisations|Private enterprises (excluding individuals)【782179686361293†L330-L336】,Varies by project; up to 70% of eligible investment costs (amount not specified),Application rounds announced periodically; implementation financed through 31 December 2025【782179686361293†L348-L349】,Swedish Environmental Protection Agency (Naturvårdsverket)|County administrative boards,grants|technical assistance,"SDG 7 – Affordable and Clean Energy|SDG 9 – Industry, Innovation and Infrastructure|SDG 11 – Sustainable Cities and Communities|SDG 13 – Climate Action",Grants can be combined with municipal or private investment and other national or EU funding programmes.,renewable energy|EV infrastructure|sustainable transport|industrial efficiency,https://commission.europa.eu/projects/local-and-regional-climate-investments-climate-leap_en【782179686361293†L324-L349】,official secondary,2025-10-01T13:36:31.766825
SE,Sweden - SE,Dalarna County (SE-W),County,Climate Leap (Klimatklivet),Grant,climate action|emission reduction|energy|transport|industry|agriculture,"Sweden’s Climate Leap is an investment scheme that finances local and regional activities to reduce emissions of carbon dioxide and other greenhouse gases. The scheme provides grants to municipalities, organisations and enterprises (excluding individuals) for climate actions such as biogas projects, cycle paths, electric vehicle charging infrastructure and replacing oil‑based heating with district heating. It aims to diffuse new technologies, support market uptake and create health and employment benefits【782179686361293†L324-L349】.",Municipalities|Public organisations|Private enterprises (excluding individuals)【782179686361293†L330-L336】,Varies by project; up to 70% of eligible investment costs (amount not specified),Application rounds announced periodically; implementation financed through 31 December 2025【782179686361293†L348-L349】,Swedish Environmental Protection Agency (Naturvårdsverket)|County administrative boards,grants|technical assistance,"SDG 7 – Affordable and Clean Energy|SDG 9 – Industry, Innovation and Infrastructure|SDG 11 – Sustainable Cities and Communities|SDG 13 – Climate Action",Grants can be combined with municipal or private investment and other national or EU funding programmes.,renewable energy|EV infrastructure|sustainable transport|industrial efficiency,https://commission.europa.eu/projects/local-and-regional-climate-investments-climate-leap_en【782179686361293†L324-L349】,official secondary,2025-10-01T13:36:31.766825
SE,Sweden - SE,Gotland County (SE-I),County,Climate Leap (Klimatklivet),Grant,climate action|emission reduction|energy|transport|industry|agriculture,"Sweden’s Climate Leap is an investment scheme that finances local and regional activities to reduce emissions of carbon dioxide and other greenhouse gases. The scheme provides grants to municipalities, organisations and enterprises (excluding individuals) for climate actions such as biogas projects, cycle paths, electric vehicle charging infrastructure and replacing oil‑based heating with district heating. It aims to diffuse new technologies, support market uptake and create health and employment benefits【782179686361293†L324-L349】.",Municipalities|Public organisations|Private enterprises (excluding individuals)【782179686361293†L330-L336】,Varies by project; up to 70% of eligible investment costs (amount not specified),Application rounds announced periodically; implementation financed through 31 December 2025【782179686361293†L348-L349】,Swedish Environmental Protection Agency (Naturvårdsverket)|County administrative boards,grants|technical assistance,"SDG 7 – Affordable and Clean Energy|SDG 9 – Industry, Innovation and Infrastructure|SDG 11 – Sustainable Cities and Communities|SDG 13 – Climate Action",Grants can be combined with municipal or private investment and other national or EU funding programmes.,renewable energy|EV infrastructure|sustainable transport|industrial efficiency,https://commission.europa.eu/projects/local-and-regional-climate-investments-climate-leap_en【782179686361293†L324-L349】,official secondary,2025-10-01T13:36:31.766825
SE,Sweden - SE,Gävleborg County (SE-X),County,Climate Leap (Klimatklivet),Grant,climate action|emission reduction|energy|transport|industry|agriculture,"Sweden’s Climate Leap is an investment scheme that finances local and regional activities to reduce emissions of carbon dioxide and other greenhouse gases. The scheme provides grants to municipalities, organisations and enterprises (excluding individuals) for climate actions such as biogas projects, cycle paths, electric vehicle charging infrastructure and replacing oil‑based heating with district heating. It aims to diffuse new technologies, support market uptake and create health and employment benefits【782179686361293†L324-L349】.",Municipalities|Public organisations|Private enterprises (excluding individuals)【782179686361293†L330-L336】,Varies by project; up to 70% of eligible investment costs (amount not specified),Application rounds announced periodically; implementation financed through 31 December 2025【782179686361293†L348-L349】,Swedish Environmental Protection Agency (Naturvårdsverket)|County administrative boards,grants|technical assistance,"SDG 7 – Affordable and Clean Energy|SDG 9 – Industry, Innovation and Infrastructure|SDG 11 – Sustainable Cities and Communities|SDG 13 – Climate Action",Grants can be combined with municipal or private investment and other national or EU funding programmes.,renewable energy|EV infrastructure|sustainable transport|industrial efficiency,https://commission.europa.eu/projects/local-and-regional-climate-investments-climate-leap_en【782179686361293†L324-L349】,official secondary,2025-10-01T13:36:31.766825
SE,Sweden - SE,Halland County (SE-N),County,Climate Leap (Klimatklivet),Grant,climate action|emission reduction|energy|transport|industry|agriculture,"Sweden’s Climate Leap is an investment scheme that finances local and regional activities to reduce emissions of carbon dioxide and other greenhouse gases. The scheme provides grants to municipalities, organisations and enterprises (excluding individuals) for climate actions such as biogas projects, cycle paths, electric vehicle charging infrastructure and replacing oil‑based heating with district heating. It aims to diffuse new technologies, support market uptake and create health and employment benefits【782179686361293†L324-L349】.",Municipalities|Public organisations|Private enterprises (excluding individuals)【782179686361293†L330-L336】,Varies by project; up to 70% of eligible investment costs (amount not specified),Application rounds announced periodically; implementation financed through 31 December 2025【782179686361293†L348-L349】,Swedish Environmental Protection Agency (Naturvårdsverket)|County administrative boards,grants|technical assistance,"SDG 7 – Affordable and Clean Energy|SDG 9 – Industry, Innovation and Infrastructure|SDG 11 – Sustainable Cities and Communities|SDG 13 – Climate Action",Grants can be combined with municipal or private investment and other national or EU funding programmes.,renewable energy|EV infrastructure|sustainable transport|industrial efficiency,https://commission.europa.eu/projects/local-and-regional-climate-investments-climate-leap_en【782179686361293†L324-L349】,official secondary,2025-10-01T13:36:31.766825
SE,Sweden - SE,Jämtland County (SE-Z),County,Climate Leap (Klimatklivet),Grant,climate action|emission reduction|energy|transport|industry|agriculture,"Sweden’s Climate Leap is an investment scheme that finances local and regional activities to reduce emissions of carbon dioxide and other greenhouse gases. The scheme provides grants to municipalities, organisations and enterprises (excluding individuals) for climate actions such as biogas projects, cycle paths, electric vehicle charging infrastructure and replacing oil‑based heating with district heating. It aims to diffuse new technologies, support market uptake and create health and employment benefits【782179686361293†L324-L349】.",Municipalities|Public organisations|Private enterprises (excluding individuals)【782179686361293†L330-L336】,Varies by project; up to 70% of eligible investment costs (amount not specified),Application rounds announced periodically; implementation financed through 31 December 2025【782179686361293†L348-L349】,Swedish Environmental Protection Agency (Naturvårdsverket)|County administrative boards,grants|technical assistance,"SDG 7 – Affordable and Clean Energy|SDG 9 – Industry, Innovation and Infrastructure|SDG 11 – Sustainable Cities and Communities|SDG 13 – Climate Action",Grants can be combined with municipal or private investment and other national or EU funding programmes.,renewable energy|EV infrastructure|sustainable transport|industrial efficiency,https://commission.europa.eu/projects/local-and-regional-climate-investments-climate-leap_en【782179686361293†L324-L349】,official secondary,2025-10-01T13:36:31.766825
SE,Sweden - SE,Jönköping County (SE-F),County,Climate Leap (Klimatklivet),Grant,climate action|emission reduction|energy|transport|industry|agriculture,"Sweden’s Climate Leap is an investment scheme that finances local and regional activities to reduce emissions of carbon dioxide and other greenhouse gases. The scheme provides grants to municipalities, organisations and enterprises (excluding individuals) for climate actions such as biogas projects, cycle paths, electric vehicle charging infrastructure and replacing oil‑based heating with district heating. It aims to diffuse new technologies, support market uptake and create health and employment benefits【782179686361293†L324-L349】.",Municipalities|Public organisations|Private enterprises (excluding individuals)【782179686361293†L330-L336】,Varies by project; up to 70% of eligible investment costs (amount not specified),Application rounds announced periodically; implementation financed through 31 December 2025【782179686361293†L348-L349】,Swedish Environmental Protection Agency (Naturvårdsverket)|County administrative boards,grants|technical assistance,"SDG 7 – Affordable and Clean Energy|SDG 9 – Industry, Innovation and Infrastructure|SDG 11 – Sustainable Cities and Communities|SDG 13 – Climate Action",Grants can be combined with municipal or private investment and other national or EU funding programmes.,renewable energy|EV infrastructure|sustainable transport|industrial efficiency,https://commission.europa.eu/projects/local-and-regional-climate-investments-climate-leap_en【782179686361293†L324-L349】,official secondary,2025-10-01T13:36:31.766825
SE,Sweden - SE,Kalmar County (SE-H),County,Climate Leap (Klimatklivet),Grant,climate action|emission reduction|energy|transport|industry|agriculture,"Sweden’s Climate Leap is an investment scheme that finances local and regional activities to reduce emissions of carbon dioxide and other greenhouse gases. The scheme provides grants to municipalities, organisations and enterprises (excluding individuals) for climate actions such as biogas projects, cycle paths, electric vehicle charging infrastructure and replacing oil‑based heating with district heating. It aims to diffuse new technologies, support market uptake and create health and employment benefits【782179686361293†L324-L349】.",Municipalities|Public organisations|Private enterprises (excluding individuals)【782179686361293†L330-L336】,Varies by project; up to 70% of eligible investment costs (amount not specified),Application rounds announced periodically; implementation financed through 31 December 2025【782179686361293†L348-L349】,Swedish Environmental Protection Agency (Naturvårdsverket)|County administrative boards,grants|technical assistance,"SDG 7 – Affordable and Clean Energy|SDG 9 – Industry, Innovation and Infrastructure|SDG 11 – Sustainable Cities and Communities|SDG 13 – Climate Action",Grants can be combined with municipal or private investment and other national or EU funding programmes.,renewable energy|EV infrastructure|sustainable transport|industrial efficiency,https://commission.europa.eu/projects/local-and-regional-climate-investments-climate-leap_en【782179686361293†L324-L349】,official secondary,2025-10-01T13:36:31.766825
SE,Sweden - SE,Kronoberg County (SE-G),County,Climate Leap (Klimatklivet),Grant,climate action|emission reduction|energy|transport|industry|agriculture,"Sweden’s Climate Leap is an investment scheme that finances local and regional activities to reduce emissions of carbon dioxide and other greenhouse gases. The scheme provides grants to municipalities, organisations and enterprises (excluding individuals) for climate actions such as biogas projects, cycle paths, electric vehicle charging infrastructure and replacing oil‑based heating with district heating. It aims to diffuse new technologies, support market uptake and create health and employment benefits【782179686361293†L324-L349】.",Municipalities|Public organisations|Private enterprises (excluding individuals)【782179686361293†L330-L336】,Varies by project; up to 70% of eligible investment costs (amount not specified),Application rounds announced periodically; implementation financed through 31 December 2025【782179686361293†L348-L349】,Swedish Environmental Protection Agency (Naturvårdsverket)|County administrative boards,grants|technical assistance,"SDG 7 – Affordable and Clean Energy|SDG 9 – Industry, Innovation and Infrastructure|SDG 11 – Sustainable Cities and Communities|SDG 13 – Climate Action",Grants can be combined with municipal or private investment and other national or EU funding programmes.,renewable energy|EV infrastructure|sustainable transport|industrial efficiency,https://commission.europa.eu/projects/local-and-regional-climate-investments-climate-leap_en【782179686361293†L324-L349】,official secondary,2025-10-01T13:36:31.766825
SE,Sweden - SE,Norrbotten County (SE-BD),County,Climate Leap (Klimatklivet),Grant,climate action|emission reduction|energy|transport|industry|agriculture,"Sweden’s Climate Leap is an investment scheme that finances local and regional activities to reduce emissions of carbon dioxide and other greenhouse gases. The scheme provides grants to municipalities, organisations and enterprises (excluding individuals) for climate actions such as biogas projects, cycle paths, electric vehicle charging infrastructure and replacing oil‑based heating with district heating. It aims to diffuse new technologies, support market uptake and create health and employment benefits【782179686361293†L324-L349】.",Municipalities|Public organisations|Private enterprises (excluding individuals)【782179686361293†L330-L336】,Varies by project; up to 70% of eligible investment costs (amount not specified),Application rounds announced periodically; implementation financed through 31 December 2025【782179686361293†L348-L349】,Swedish Environmental Protection Agency (Naturvårdsverket)|County administrative boards,grants|technical assistance,"SDG 7 – Affordable and Clean Energy|SDG 9 – Industry, Innovation and Infrastructure|SDG 11 – Sustainable Cities and Communities|SDG 13 – Climate Action",Grants can be combined with municipal or private investment and other national or EU funding programmes.,renewable energy|EV infrastructure|sustainable transport|industrial efficiency,https://commission.europa.eu/projects/local-and-regional-climate-investments-climate-leap_en【782179686361293†L324-L349】,official secondary,2025-10-01T13:36:31.766825
SE,Sweden - SE,Örebro County (SE-T),County,Climate Leap (Klimatklivet),Grant,climate action|emission reduction|energy|transport|industry|agriculture,"Sweden’s Climate Leap is an investment scheme that finances local and regional activities to reduce emissions of carbon dioxide and other greenhouse gases. The scheme provides grants to municipalities, organisations and enterprises (excluding individuals) for climate actions such as biogas projects, cycle paths, electric vehicle charging infrastructure and replacing oil‑based heating with district heating. It aims to diffuse new technologies, support market uptake and create health and employment benefits【782179686361293†L324-L349】.",Municipalities|Public organisations|Private enterprises (excluding individuals)【782179686361293†L330-L336】,Varies by project; up to 70% of eligible investment costs (amount not specified),Application rounds announced periodically; implementation financed through 31 December 2025【782179686361293†L348-L349】,Swedish Environmental Protection Agency (Naturvårdsverket)|County administrative boards,grants|technical assistance,"SDG 7 – Affordable and Clean Energy|SDG 9 – Industry, Innovation and Infrastructure|SDG 11 – Sustainable Cities and Communities|SDG 13 – Climate Action",Grants can be combined with municipal or private investment and other national or EU funding programmes.,renewable energy|EV infrastructure|sustainable transport|industrial efficiency,https://commission.europa.eu/projects/local-and-regional-climate-investments-climate-leap_en【782179686361293†L324-L349】,official secondary,2025-10-01T13:36:31.766825
SE,Sweden - SE,Östergötland County (SE-E),County,Climate Leap (Klimatklivet),Grant,climate action|emission reduction|energy|transport|industry|agriculture,"Sweden’s Climate Leap is an investment scheme that finances local and regional activities to reduce emissions of carbon dioxide and other greenhouse gases. The scheme provides grants to municipalities, organisations and enterprises (excluding individuals) for climate actions such as biogas projects, cycle paths, electric vehicle charging infrastructure and replacing oil‑based heating with district heating. It aims to diffuse new technologies, support market uptake and create health and employment benefits【782179686361293†L324-L349】.",Municipalities|Public organisations|Private enterprises (excluding individuals)【782179686361293†L330-L336】,Varies by project; up to 70% of eligible investment costs (amount not specified),Application rounds announced periodically; implementation financed through 31 December 2025【782179686361293†L348-L349】,Swedish Environmental Protection Agency (Naturvårdsverket)|County administrative boards,grants|technical assistance,"SDG 7 – Affordable and Clean Energy|SDG 9 – Industry, Innovation and Infrastructure|SDG 11 – Sustainable Cities and Communities|SDG 13 – Climate Action",Grants can be combined with municipal or private investment and other national or EU funding programmes.,renewable energy|EV infrastructure|sustainable transport|industrial efficiency,https://commission.europa.eu/projects/local-and-regional-climate-investments-climate-leap_en【782179686361293†L324-L349】,official secondary,2025-10-01T13:36:31.766825
SE,Sweden - SE,Skåne County (SE-M),County,Climate Leap (Klimatklivet),Grant,climate action|emission reduction|energy|transport|industry|agriculture,"Sweden’s Climate Leap is an investment scheme that finances local and regional activities to reduce emissions of carbon dioxide and other greenhouse gases. The scheme provides grants to municipalities, organisations and enterprises (excluding individuals) for climate actions such as biogas projects, cycle paths, electric vehicle charging infrastructure and replacing oil‑based heating with district heating. It aims to diffuse new technologies, support market uptake and create health and employment benefits【782179686361293†L324-L349】.",Municipalities|Public organisations|Private enterprises (excluding individuals)【782179686361293†L330-L336】,Varies by project; up to 70% of eligible investment costs (amount not specified),Application rounds announced periodically; implementation financed through 31 December 2025【782179686361293†L348-L349】,Swedish Environmental Protection Agency (Naturvårdsverket)|County administrative boards,grants|technical assistance,"SDG 7 – Affordable and Clean Energy|SDG 9 – Industry, Innovation and Infrastructure|SDG 11 – Sustainable Cities and Communities|SDG 13 – Climate Action",Grants can be combined with municipal or private investment and other national or EU funding programmes.,renewable energy|EV infrastructure|sustainable transport|industrial efficiency,https://commission.europa.eu/projects/local-and-regional-climate-investments-climate-leap_en【782179686361293†L324-L349】,official secondary,2025-10-01T13:36:31.766825
SE,Sweden - SE,Södermanland County (SE-D),County,Climate Leap (Klimatklivet),Grant,climate action|emission reduction|energy|transport|industry|agriculture,"Sweden’s Climate Leap is an investment scheme that finances local and regional activities to reduce emissions of carbon dioxide and other greenhouse gases. The scheme provides grants to municipalities, organisations and enterprises (excluding individuals) for climate actions such as biogas projects, cycle paths, electric vehicle charging infrastructure and replacing oil‑based heating with district heating. It aims to diffuse new technologies, support market uptake and create health and employment benefits【782179686361293†L324-L349】.",Municipalities|Public organisations|Private enterprises (excluding individuals)【782179686361293†L330-L336】,Varies by project; up to 70% of eligible investment costs (amount not specified),Application rounds announced periodically; implementation financed through 31 December 2025【782179686361293†L348-L349】,Swedish Environmental Protection Agency (Naturvårdsverket)|County administrative boards,grants|technical assistance,"SDG 7 – Affordable and Clean Energy|SDG 9 – Industry, Innovation and Infrastructure|SDG 11 – Sustainable Cities and Communities|SDG 13 – Climate Action",Grants can be combined with municipal or private investment and other national or EU funding programmes.,renewable energy|EV infrastructure|sustainable transport|industrial efficiency,https://commission.europa.eu/projects/local-and-regional-climate-investments-climate-leap_en【782179686361293†L324-L349】,official secondary,2025-10-01T13:36:31.766825
SE,Sweden - SE,Stockholm County (SE-AB),County,Climate Leap (Klimatklivet),Grant,climate action|emission reduction|energy|transport|industry|agriculture,"Sweden’s Climate Leap is an investment scheme that finances local and regional activities to reduce emissions of carbon dioxide and other greenhouse gases. The scheme provides grants to municipalities, organisations and enterprises (excluding individuals) for climate actions such as biogas projects, cycle paths, electric vehicle charging infrastructure and replacing oil‑based heating with district heating. It aims to diffuse new technologies, support market uptake and create health and employment benefits【782179686361293†L324-L349】.",Municipalities|Public organisations|Private enterprises (excluding individuals)【782179686361293†L330-L336】,Varies by project; up to 70% of eligible investment costs (amount not specified),Application rounds announced periodically; implementation financed through 31 December 2025【782179686361293†L348-L349】,Swedish Environmental Protection Agency (Naturvårdsverket)|County administrative boards,grants|technical assistance,"SDG 7 – Affordable and Clean Energy|SDG 9 – Industry, Innovation and Infrastructure|SDG 11 – Sustainable Cities and Communities|SDG 13 – Climate Action",Grants can be combined with municipal or private investment and other national or EU funding programmes.,renewable energy|EV infrastructure|sustainable transport|industrial efficiency,https://commission.europa.eu/projects/local-and-regional-climate-investments-climate-leap_en【782179686361293†L324-L349】,official secondary,2025-10-01T13:36:31.766825
SE,Sweden - SE,Uppsala County (SE-C),County,Climate Leap (Klimatklivet),Grant,climate action|emission reduction|energy|transport|industry|agriculture,"Sweden’s Climate Leap is an investment scheme that finances local and regional activities to reduce emissions of carbon dioxide and other greenhouse gases. The scheme provides grants to municipalities, organisations and enterprises (excluding individuals) for climate actions such as biogas projects, cycle paths, electric vehicle charging infrastructure and replacing oil‑based heating with district heating. It aims to diffuse new technologies, support market uptake and create health and employment benefits【782179686361293†L324-L349】.",Municipalities|Public organisations|Private enterprises (excluding individuals)【782179686361293†L330-L336】,Varies by project; up to 70% of eligible investment costs (amount not specified),Application rounds announced periodically; implementation financed through 31 December 2025【782179686361293†L348-L349】,Swedish Environmental Protection Agency (Naturvårdsverket)|County administrative boards,grants|technical assistance,"SDG 7 – Affordable and Clean Energy|SDG 9 – Industry, Innovation and Infrastructure|SDG 11 – Sustainable Cities and Communities|SDG 13 – Climate Action",Grants can be combined with municipal or private investment and other national or EU funding programmes.,renewable energy|EV infrastructure|sustainable transport|industrial efficiency,https://commission.europa.eu/projects/local-and-regional-climate-investments-climate-leap_en【782179686361293†L324-L349】,official secondary,2025-10-01T13:36:31.766825
SE,Sweden - SE,Värmland County (SE-S),County,Climate Leap (Klimatklivet),Grant,climate action|emission reduction|energy|transport|industry|agriculture,"Sweden’s Climate Leap is an investment scheme that finances local and regional activities to reduce emissions of carbon dioxide and other greenhouse gases. The scheme provides grants to municipalities, organisations and enterprises (excluding individuals) for climate actions such as biogas projects, cycle paths, electric vehicle charging infrastructure and replacing oil‑based heating with district heating. It aims to diffuse new technologies, support market uptake and create health and employment benefits【782179686361293†L324-L349】.",Municipalities|Public organisations|Private enterprises (excluding individuals)【782179686361293†L330-L336】,Varies by project; up to 70% of eligible investment costs (amount not specified),Application rounds announced periodically; implementation financed through 31 December 2025【782179686361293†L348-L349】,Swedish Environmental Protection Agency (Naturvårdsverket)|County administrative boards,grants|technical assistance,"SDG 7 – Affordable and Clean Energy|SDG 9 – Industry, Innovation and Infrastructure|SDG 11 – Sustainable Cities and Communities|SDG 13 – Climate Action",Grants can be combined with municipal or private investment and other national or EU funding programmes.,renewable energy|EV infrastructure|sustainable transport|industrial efficiency,https://commission.europa.eu/projects/local-and-regional-climate-investments-climate-leap_en【782179686361293†L324-L349】,official secondary,2025-10-01T13:36:31.766825
SE,Sweden - SE,Västerbotten County (SE-AC),County,Climate Leap (Klimatklivet),Grant,climate action|emission reduction|energy|transport|industry|agriculture,"Sweden’s Climate Leap is an investment scheme that finances local and regional activities to reduce emissions of carbon dioxide and other greenhouse gases. The scheme provides grants to municipalities, organisations and enterprises (excluding individuals) for climate actions such as biogas projects, cycle paths, electric vehicle charging infrastructure and replacing oil‑based heating with district heating. It aims to diffuse new technologies, support market uptake and create health and employment benefits【782179686361293†L324-L349】.",Municipalities|Public organisations|Private enterprises (excluding individuals)【782179686361293†L330-L336】,Varies by project; up to 70% of eligible investment costs (amount not specified),Application rounds announced periodically; implementation financed through 31 December 2025【782179686361293†L348-L349】,Swedish Environmental Protection Agency (Naturvårdsverket)|County administrative boards,grants|technical assistance,"SDG 7 – Affordable and Clean Energy|SDG 9 – Industry, Innovation and Infrastructure|SDG 11 – Sustainable Cities and Communities|SDG 13 – Climate Action",Grants can be combined with municipal or private investment and other national or EU funding programmes.,renewable energy|EV infrastructure|sustainable transport|industrial efficiency,https://commission.europa.eu/projects/local-and-regional-climate-investments-climate-leap_en【782179686361293†L324-L349】,official secondary,2025-10-01T13:36:31.766825
SE,Sweden - SE,Västernorrland County (SE-Y),County,Climate Leap (Klimatklivet),Grant,climate action|emission reduction|energy|transport|industry|agriculture,"Sweden’s Climate Leap is an investment scheme that finances local and regional activities to reduce emissions of carbon dioxide and other greenhouse gases. The scheme provides grants to municipalities, organisations and enterprises (excluding individuals) for climate actions such as biogas projects, cycle paths, electric vehicle charging infrastructure and replacing oil‑based heating with district heating. It aims to diffuse new technologies, support market uptake and create health and employment benefits【782179686361293†L324-L349】.",Municipalities|Public organisations|Private enterprises (excluding individuals)【782179686361293†L330-L336】,Varies by project; up to 70% of eligible investment costs (amount not specified),Application rounds announced periodically; implementation financed through 31 December 2025【782179686361293†L348-L349】,Swedish Environmental Protection Agency (Naturvårdsverket)|County administrative boards,grants|technical assistance,"SDG 7 – Affordable and Clean Energy|SDG 9 – Industry, Innovation and Infrastructure|SDG 11 – Sustainable Cities and Communities|SDG 13 – Climate Action",Grants can be combined with municipal or private investment and other national or EU funding programmes.,renewable energy|EV infrastructure|sustainable transport|industrial efficiency,https://commission.europa.eu/projects/local-and-regional-climate-investments-climate-leap_en【782179686361293†L324-L349】,official secondary,2025-10-01T13:36:31.766825
SE,Sweden - SE,Västmanland County (SE-U),County,Climate Leap (Klimatklivet),Grant,climate action|emission reduction|energy|transport|industry|agriculture,"Sweden’s Climate Leap is an investment scheme that finances local and regional activities to reduce emissions of carbon dioxide and other greenhouse gases. The scheme provides grants to municipalities, organisations and enterprises (excluding individuals) for climate actions such as biogas projects, cycle paths, electric vehicle charging infrastructure and replacing oil‑based heating with district heating. It aims to diffuse new technologies, support market uptake and create health and employment benefits【782179686361293†L324-L349】.",Municipalities|Public organisations|Private enterprises (excluding individuals)【782179686361293†L330-L336】,Varies by project; up to 70% of eligible investment costs (amount not specified),Application rounds announced periodically; implementation financed through 31 December 2025【782179686361293†L348-L349】,Swedish Environmental Protection Agency (Naturvårdsverket)|County administrative boards,grants|technical assistance,"SDG 7 – Affordable and Clean Energy|SDG 9 – Industry, Innovation and Infrastructure|SDG 11 – Sustainable Cities and Communities|SDG 13 – Climate Action",Grants can be combined with municipal or private investment and other national or EU funding programmes.,renewable energy|EV infrastructure|sustainable transport|industrial efficiency,https://commission.europa.eu/projects/local-and-regional-climate-investments-climate-leap_en【782179686361293†L324-L349】,official secondary,2025-10-01T13:36:31.766825
